frame_idx,time_s,joint_idx,joint_name,x,y,z,event_label
1,0.033367,14,right_shoulder,-0.08657009899616241,-0.22501973807811737,-0.17573942244052887,
1,0.033367,15,right_elbow,-0.04724970459938049,-0.06275701522827148,-0.15648721158504486,
1,0.033367,16,right_wrist,0.009853202849626541,0.07349470257759094,-0.14527162909507751,
2,0.066733,0,hip_center,0.0006278399960137904,0.0006827782490290701,-0.00024095652042888105,
2,0.066733,1,right_hip,-0.0696960911154747,-0.0007938530179671943,0.014515604823827744,
2,0.066733,2,right_knee,-0.11408720165491104,0.24551407992839813,-0.021274663507938385,
2,0.066733,3,right_ankle,-0.1596590280532837,0.475633442401886,0.03654283285140991,
2,0.066733,4,left_hip,0.07095124572515488,0.0021593687124550343,-0.014997403137385845,
2,0.066733,5,left_knee,0.11165639758110046,0.2448386251926422,-0.029033008962869644,
2,0.066733,6,left_ankle,0.1465376913547516,0.4707367420196533,0.03464118763804436,
2,0.066733,7,spine,0.0041773575358092785,-0.11961964517831802,-0.08844698965549469,
2,0.066733,8,thorax,0.0077271354384720325,-0.23992986977100372,-0.1766587793827057,
2,0.066733,9,neck,-0.007728243712335825,-0.26836949586868286,-0.2136220633983612,
2,0.066733,10,head,-0.019146796315908432,-0.30028676986694336,-0.24924513697624207,
2,0.066733,11,left_shoulder,0.10245441645383835,-0.24007202684879303,-0.16645951569080353,
2,0.066733,12,left_elbow,0.09346956014633179,-0.08331690728664398,-0.1562064290046692,
2,0.066733,13,left_wrist,0.07415637373924255,0.06952129304409027,-0.1472811996936798,
2,0.066733,14,right_shoulder,-0.0865062028169632,-0.22499090433120728,-0.17590801417827606,
2,0.066733,15,right_elbow,-0.047049108892679214,-0.06276364624500275,-0.1566365659236908,
2,0.066733,16,right_wrist,0.010100580751895905,0.07346104085445404,-0.14533108472824097,
3,0.1001,0,hip_center,0.0006196280010044575,0.0006577807944267988,-0.00021965931227896363,
3,0.1001,1,right_hip,-0.06970679014921188,-0.0007637965027242899,0.014530479907989502,
3,0.1001,2,right_knee,-0.11385301500558853,0.2455918788909912,-0.021233879029750824,
3,0.1001,3,right_ankle,-0.159393772482872,0.4757431149482727,0.03648114949464798,
3,0.1001,4,left_hip,0.07094551622867584,0.0020792637951672077,-0.014969684183597565,
3,0.1001,5,left_knee,0.11187003552913666,0.2447158545255661,-0.029104728251695633,
3,0.1001,6,left_ankle,0.14678584039211273,0.47063058614730835,0.03449177369475365,
3,0.1001,7,spine,0.004221578128635883,-0.11961282789707184,-0.08846694976091385,
3,0.1001,8,thorax,0.007823857478797436,-0.2398911714553833,-0.1767200529575348,
3,0.1001,9,neck,-0.007567470893263817,-0.26837384700775146,-0.21367692947387695,
3,0.1001,10,head,-0.01895087957382202,-0.300301730632782,-0.2493017613887787,
3,0.1001,11,left_shoulder,0.10253820568323135,-0.24008819460868835,-0.16640235483646393,
3,0.1001,12,left_elbow,0.0936141163110733,-0.08333216607570648,-0.15611009299755096,
3,0.1001,13,left_wrist,0.07423799484968185,0.06950399279594421,-0.14728689193725586,
3,0.1001,14,right_shoulder,-0.08640893548727036,-0.22494223713874817,-0.17611229419708252,
3,0.1001,15,right_elbow,-0.04677577689290047,-0.06276288628578186,-0.15679892897605896,
3,0.1001,16,right_wrist,0.010435003787279129,0.07342873513698578,-0.14540448784828186,
4,0.133467,0,hip_center,0.0006122832419350743,0.0006287287687882781,-0.00019329859060235322,
4,0.133467,1,right_hip,-0.06971516460180283,-0.0007234115619212389,0.014558438211679459,
4,0.133467,2,right_knee,-0.11356576532125473,0.24569663405418396,-0.021126359701156616,
4,0.133467,3,right_ankle,-0.15906500816345215,0.4758932590484619,0.03644014522433281,
4,0.133467,4,left_hip,0.07093920558691025,0.0019806837663054466,-0.014944923110306263,
4,0.133467,5,left_knee,0.11214062571525574,0.24456854164600372,-0.029111267998814583,
4,0.133467,6,left_ankle,0.14709784090518951,0.47052496671676636,0.034314051270484924,
4,0.133467,7,spine,0.004278942942619324,-0.119606614112854,-0.088485948741436,
4,0.133467,8,thorax,0.007946056313812733,-0.23984968662261963,-0.1767844259738922,
4,0.133467,9,neck,-0.007384441792964935,-0.26835739612579346,-0.21374726295471191,
4,0.133467,10,head,-0.01872808113694191,-0.30028805136680603,-0.24938228726387024,
4,0.133467,11,left_shoulder,0.10264548659324646,-0.24010123312473297,-0.16633178293704987,
4,0.133467,12,left_elbow,0.09378790110349655,-0.0833442211151123,-0.15599700808525085,
4,0.133467,13,left_wrist,0.07433894276618958,0.06949067115783691,-0.1473129391670227,
4,0.133467,14,right_shoulder,-0.08628375828266144,-0.2248767465353012,-0.17632465064525604,
4,0.133467,15,right_elbow,-0.046447817236185074,-0.06275270879268646,-0.15696406364440918,
4,0.133467,16,right_wrist,0.010835349559783936,0.07340113818645477,-0.14548218250274658,
5,0.166834,0,hip_center,0.000604988366831094,0.0005972643848508596,-0.0001641170383663848,
5,0.166834,1,right_hip,-0.06972263008356094,-0.0006713608745485544,0.014594233594834805,
5,0.166834,2,right_knee,-0.11324027180671692,0.2458246499300003,-0.020973138511180878,
5,0.166834,3,right_ankle,-0.15868687629699707,0.47607946395874023,0.036401960998773575,
5,0.166834,4,left_hip,0.07093209028244019,0.0018655708990991116,-0.01492235530167818,
5,0.166834,5,left_knee,0.11245457082986832,0.24440160393714905,-0.02903902903199196,
5,0.166834,6,left_ankle,0.1474526822566986,0.470425546169281,0.034122664481401443,
5,0.166834,7,spine,0.004345227032899857,-0.11959870904684067,-0.0885072872042656,
5,0.166834,8,thorax,0.00808609277009964,-0.23980237543582916,-0.17685632407665253,
5,0.166834,9,neck,-0.007186284288764,-0.2683148980140686,-0.21383950114250183,
5,0.166834,10,head,-0.018486768007278442,-0.3002375364303589,-0.24949538707733154,
5,0.166834,11,left_shoulder,0.10276927053928375,-0.24010977149009705,-0.16625891625881195,
5,0.166834,12,left_elbow,0.09397344291210175,-0.0833515077829361,-0.1558905392885208,
5,0.166834,13,left_wrist,0.0744410902261734,0.06948186457157135,-0.1473686844110489,
5,0.166834,14,right_shoulder,-0.08613883703947067,-0.22479484975337982,-0.1765463650226593,
5,0.166834,15,right_elbow,-0.04608714580535889,-0.06272943317890167,-0.1571403443813324,
5,0.166834,16,right_wrist,0.011273745447397232,0.07338367402553558,-0.14556388556957245,
6,0.2002,0,hip_center,0.000598472950514406,0.0005664349882863462,-0.000132150060380809,
6,0.2002,1,right_hip,-0.06972819566726685,-0.0006074633565731347,0.014638551510870457,
6,0.2002,2,right_knee,-0.11289644241333008,0.2459694743156433,-0.020793277770280838,
6,0.2002,3,right_ankle,-0.1582864224910736,0.4762912094593048,0.03635760396718979,
6,0.2002,4,left_hip,0.07092462480068207,0.0017398509662598372,-0.014902740716934204,
6,0.2002,5,left_knee,0.11279045045375824,0.24422356486320496,-0.028903786092996597,
6,0.2002,6,left_ankle,0.1478249877691269,0.4703308343887329,0.033938657492399216,
6,0.2002,7,spine,0.004414140246808529,-0.1195930615067482,-0.08852170407772064,
6,0.2002,8,thorax,0.008230634033679962,-0.23976022005081177,-0.176917165517807,
6,0.2002,9,neck,-0.006983887404203415,-0.26828134059906006,-0.2139175534248352,
6,0.2002,10,head,-0.01823539100587368,-0.3002036213874817,-0.24958927929401398,
6,0.2002,11,left_shoulder,0.10289699584245682,-0.24011874198913574,-0.16617214679718018,
6,0.2002,12,left_elbow,0.09415985643863678,-0.08335794508457184,-0.1557922214269638,
6,0.2002,13,left_wrist,0.07453591376543045,0.06947369873523712,-0.1474517583847046,
6,0.2002,14,right_shoulder,-0.08598672598600388,-0.22470301389694214,-0.17674562335014343,
6,0.2002,15,right_elbow,-0.04571535065770149,-0.06269435584545135,-0.1573203057050705,
6,0.2002,16,right_wrist,0.011730294674634933,0.07337483763694763,-0.14564812183380127,
7,0.233567,0,hip_center,0.0005921324482187629,0.0005364011158235371,-0.00010182867845287547,
7,0.233567,1,right_hip,-0.0697326809167862,-0.000539340719114989,0.014685172587633133,
7,0.233567,2,right_knee,-0.11254944652318954,0.24612246453762054,-0.02058194950222969,
7,0.233567,3,right_ankle,-0.1578805148601532,0.4765145182609558,0.03633178025484085,
7,0.233567,4,left_hip,0.07091643661260605,0.0016114877071231604,-0.014888713136315346,
7,0.233567,5,left_knee,0.11313231289386749,0.24404476583003998,-0.028710898011922836,
7,0.233567,6,left_ankle,0.14820212125778198,0.4702370762825012,0.03380490466952324,
7,0.233567,7,spine,0.004481083247810602,-0.11959514766931534,-0.0885261669754982,
7,0.233567,8,thorax,0.008371050469577312,-0.23973436653614044,-0.1769564002752304,
7,0.233567,9,neck,-0.006778671406209469,-0.26830703020095825,-0.21394363045692444,
7,0.233567,10,head,-0.017976097762584686,-0.30025988817214966,-0.2496049702167511,
7,0.233567,11,left_shoulder,0.10302127152681351,-0.24014438688755035,-0.16607199609279633,
7,0.233567,12,left_elbow,0.0943361446261406,-0.08338019251823425,-0.15569986402988434,
7,0.233567,13,left_wrist,0.07462041079998016,0.0694504827260971,-0.14756068587303162,
7,0.233567,14,right_shoulder,-0.0858367457985878,-0.22461657226085663,-0.17690905928611755,
7,0.233567,15,right_elbow,-0.04535091295838356,-0.06266012787818909,-0.15749415755271912,
7,0.233567,16,right_wrist,0.012186545878648758,0.07336282730102539,-0.14573559165000916,
8,0.266934,0,hip_center,0.000585438625421375,0.00050705811008811,-7.583374826936051e-05,
8,0.266934,1,right_hip,-0.06973498314619064,-0.00047065969556570053,0.014738825149834156,
8,0.266934,2,right_knee,-0.11221648007631302,0.24627237021923065,-0.02036542072892189,
8,0.266934,3,right_ankle,-0.15748821198940277,0.4767279028892517,0.0363381952047348,
8,0.266934,4,left_hip,0.07090535759925842,0.0014839530922472477,-0.014890358783304691,
8,0.266934,5,left_knee,0.11345967650413513,0.243869349360466,-0.028512820601463318,
8,0.266934,6,left_ankle,0.1485668420791626,0.47013622522354126,0.03371158242225647,
8,0.266934,7,spine,0.004536904394626617,-0.11960667371749878,-0.08852161467075348,
8,0.266934,8,thorax,0.008489514701068401,-0.23972809314727783,-0.17697325348854065,
8,0.266934,9,neck,-0.006592395715415478,-0.26837828755378723,-0.2139282077550888,
8,0.266934,10,head,-0.017732858657836914,-0.3003820776939392,-0.24956172704696655,
8,0.266934,11,left_shoulder,0.1031244769692421,-0.24018651247024536,-0.16595885157585144,
8,0.266934,12,left_elbow,0.09449217468500137,-0.08341771364212036,-0.15561233460903168,
8,0.266934,13,left_wrist,0.07468357682228088,0.06941220164299011,-0.14768677949905396,
8,0.266934,14,right_shoulder,-0.08570704609155655,-0.22454048693180084,-0.17703375220298767,
8,0.266934,15,right_elbow,-0.045020733028650284,-0.0626295953989029,-0.1576579213142395,
8,0.266934,16,right_wrist,0.012615207582712173,0.07334494590759277,-0.14582203328609467,
9,0.3003,0,hip_center,0.0005801299121230841,0.0004797060100827366,-5.0199083489133045e-05,
9,0.3003,1,right_hip,-0.06973322480916977,-0.00040545096271671355,0.014803769998252392,
9,0.3003,2,right_knee,-0.11190199106931686,0.2464093565940857,-0.020172689110040665,
9,0.3003,3,right_ankle,-0.1571168601512909,0.4769192934036255,0.03635488823056221,
9,0.3003,4,left_hip,0.07089298963546753,0.0013639020035043359,-0.014903987757861614,
9,0.3003,5,left_knee,0.1137605756521225,0.24370303750038147,-0.02836642600595951,
9,0.3003,6,left_ankle,0.1489112377166748,0.4700232744216919,0.03363892436027527,
9,0.3003,7,spine,0.004578086547553539,-0.11962779611349106,-0.08850234746932983,
9,0.3003,8,thorax,0.008577225729823112,-0.23974302411079407,-0.176960289478302,
9,0.3003,9,neck,-0.006426416337490082,-0.2685087025165558,-0.21385733783245087,
9,0.3003,10,head,-0.017506232485175133,-0.3005887269973755,-0.24944117665290833,
9,0.3003,11,left_shoulder,0.10319834202528,-0.2402525097131729,-0.16582976281642914,
9,0.3003,12,left_elbow,0.09462548047304153,-0.08347699046134949,-0.15553583204746246,
9,0.3003,13,left_wrist,0.07472488284111023,0.06935252249240875,-0.14783629775047302,
9,0.3003,14,right_shoulder,-0.08560750633478165,-0.224482923746109,-0.1771174520254135,
9,0.3003,15,right_elbow,-0.0447373203933239,-0.06260918080806732,-0.15781836211681366,
9,0.3003,16,right_wrist,0.013007208704948425,0.07331369817256927,-0.1459183543920517,
10,0.333667,0,hip_center,0.0005742451758123934,0.00045343730016611516,-2.6624584279488772e-05,
10,0.333667,1,right_hip,-0.0697304829955101,-0.0003510992683004588,0.014872710220515728,
10,0.333667,2,right_knee,-0.11162352561950684,0.2465253472328186,-0.020000077784061432,
10,0.333667,3,right_ankle,-0.15679341554641724,0.4770762622356415,0.0363960787653923,
10,0.333667,4,left_hip,0.07087848335504532,0.0012569185346364975,-0.014925711788237095,
10,0.333667,5,left_knee,0.11401402950286865,0.24355529248714447,-0.028265349566936493,
10,0.333667,6,left_ankle,0.14921465516090393,0.4699006974697113,0.033619627356529236,
10,0.333667,7,spine,0.004598360508680344,-0.11966376006603241,-0.08846442401409149,
10,0.333667,8,thorax,0.008623596280813217,-0.2397887259721756,-0.1769079566001892,
10,0.333667,9,neck,-0.0062973033636808395,-0.2686862051486969,-0.21373552083969116,
10,0.333667,10,head,-0.017314240336418152,-0.30085575580596924,-0.24925801157951355,
10,0.333667,11,left_shoulder,0.10323213040828705,-0.24034756422042847,-0.1656733602285385,
10,0.333667,12,left_elbow,0.09473034739494324,-0.08356362581253052,-0.15544897317886353,
10,0.333667,13,left_wrist,0.07474222779273987,0.06926661729812622,-0.14799459278583527,
10,0.333667,14,right_shoulder,-0.08554832637310028,-0.22445082664489746,-0.17714814841747284,
10,0.333667,15,right_elbow,-0.04451356455683708,-0.06260614097118378,-0.15795499086380005,
10,0.333667,16,right_wrist,0.013344291597604752,0.07326510548591614,-0.14601591229438782,
11,0.367034,0,hip_center,0.0005671175895258784,0.00042953138472512364,-5.844456609338522e-06,
11,0.367034,1,right_hip,-0.069727323949337,-0.0003081995528191328,0.014945358037948608,
11,0.367034,2,right_knee,-0.1113894134759903,0.24661652743816376,-0.019861876964569092,
11,0.367034,3,right_ankle,-0.15652500092983246,0.47719186544418335,0.03646178916096687,
11,0.367034,4,left_hip,0.0708610936999321,0.0011661667376756668,-0.014956716448068619,
11,0.367034,5,left_knee,0.11421306431293488,0.24342934787273407,-0.028234224766492844,
11,0.367034,6,left_ankle,0.1494743525981903,0.46976613998413086,0.03364771604537964,
11,0.367034,7,spine,0.0045930263586342335,-0.11971330642700195,-0.08840871602296829,
11,0.367034,8,thorax,0.008619907312095165,-0.23986390233039856,-0.17681735754013062,
11,0.367034,9,neck,-0.006218637339770794,-0.2688957750797272,-0.2135724127292633,
11,0.367034,10,head,-0.017172478139400482,-0.3011600971221924,-0.24902839958667755,
11,0.367034,11,left_shoulder,0.10321769118309021,-0.24046824872493744,-0.16549496352672577,
11,0.367034,12,left_elbow,0.09480499476194382,-0.08367373049259186,-0.15535937249660492,
11,0.367034,13,left_wrist,0.0747390165925026,0.06915895640850067,-0.14816902577877045,
11,0.367034,14,right_shoulder,-0.08553856611251831,-0.22444485127925873,-0.1771228164434433,
11,0.367034,15,right_elbow,-0.04435862600803375,-0.06262177228927612,-0.15805873274803162,
11,0.367034,16,right_wrist,0.013617102056741714,0.07319843769073486,-0.1461109071969986,
12,0.4004,0,hip_center,0.0005583703168667853,0.00040906743379309773,1.1109075785498135e-05,
12,0.4004,1,right_hip,-0.06972423940896988,-0.00027605873765423894,0.015020372346043587,
12,0.4004,2,right_knee,-0.11120257526636124,0.24668194353580475,-0.019770456477999687,
12,0.4004,3,right_ankle,-0.15632079541683197,0.4772607982158661,0.03655280917882919,
12,0.4004,4,left_hip,0.07084053009748459,0.001093112863600254,-0.014997734688222408,
12,0.4004,5,left_knee,0.1143513172864914,0.2433275431394577,-0.028280101716518402,
12,0.4004,6,left_ankle,0.14967571198940277,0.4696207046508789,0.03372533619403839,
12,0.4004,7,spine,0.004560502711683512,-0.11977346241474152,-0.08833886682987213,
12,0.4004,8,thorax,0.008563424460589886,-0.23996378481388092,-0.1766945868730545,
12,0.4004,9,neck,-0.006194541230797768,-0.2691189646720886,-0.21338441967964172,
12,0.4004,10,head,-0.017087087035179138,-0.3014727234840393,-0.24877773225307465,
12,0.4004,11,left_shoulder,0.10315298289060593,-0.24060915410518646,-0.16530591249465942,
12,0.4004,12,left_elbow,0.09484085440635681,-0.08380208909511566,-0.15528208017349243,
12,0.4004,13,left_wrist,0.07471422851085663,0.06903539597988129,-0.14836835861206055,
12,0.4004,14,right_shoulder,-0.08558148890733719,-0.2244630604982376,-0.1770440638065338,
12,0.4004,15,right_elbow,-0.04427582025527954,-0.06265243887901306,-0.1581469476222992,
12,0.4004,16,right_wrist,0.013824686408042908,0.07311566174030304,-0.1462128907442093,
13,0.433767,0,hip_center,0.000547591014765203,0.00038912813761271536,2.8037688025506213e-05,
13,0.433767,1,right_hip,-0.06972137093544006,-0.0002571776567492634,0.015102769248187542,
13,0.433767,2,right_knee,-0.11106953769922256,0.24671712517738342,-0.01972733438014984,
13,0.433767,3,right_ankle,-0.15618424117565155,0.47727710008621216,0.03667594864964485,
13,0.433767,4,left_hip,0.07081611454486847,0.0010344033362343907,-0.015046186745166779,
13,0.433767,5,left_knee,0.11443169414997101,0.24324670433998108,-0.02838805690407753,
13,0.433767,6,left_ankle,0.14982105791568756,0.4694608449935913,0.03386807069182396,
13,0.433767,7,spine,0.004500012844800949,-0.11984430998563766,-0.08825487643480301,
13,0.433767,8,thorax,0.008453067392110825,-0.24008560180664062,-0.1765434592962265,
13,0.433767,9,neck,-0.006227963604032993,-0.26935407519340515,-0.21317389607429504,
13,0.433767,10,head,-0.01706228032708168,-0.3017924427986145,-0.24850758910179138,
13,0.433767,11,left_shoulder,0.10303634405136108,-0.2407694309949875,-0.16510504484176636,
13,0.433767,12,left_elbow,0.09484066069126129,-0.08394809067249298,-0.155209481716156,
13,0.433767,13,left_wrist,0.0746699795126915,0.06889654695987701,-0.14858859777450562,
13,0.433767,14,right_shoulder,-0.0856783390045166,-0.2245037704706192,-0.1769224852323532,
13,0.433767,15,right_elbow,-0.044267117977142334,-0.06269900500774384,-0.1582072228193283,
13,0.433767,16,right_wrist,0.013967707753181458,0.07301530241966248,-0.14631614089012146,
14,0.467134,0,hip_center,0.0005341447540558875,0.00037125719245523214,4.350106610218063e-05,
14,0.467134,1,right_hip,-0.06971989572048187,-0.00025273789651691914,0.015188544988632202,
14,0.467134,2,right_knee,-0.11099082231521606,0.24672186374664307,-0.019730787724256516,
14,0.467134,3,right_ankle,-0.156122624874115,0.47723832726478577,0.03683646023273468,
14,0.467134,4,left_hip,0.07078777998685837,0.0009943119948729873,-0.015100955031812191,
14,0.467134,5,left_knee,0.11445362865924835,0.24319066107273102,-0.028567299246788025,
14,0.467134,6,left_ankle,0.1498991996049881,0.46929067373275757,0.034070298075675964,
14,0.467134,7,spine,0.0044081853702664375,-0.11992912739515305,-0.08815164864063263,
14,0.467134,8,thorax,0.008282771334052086,-0.2402375042438507,-0.17635226249694824,
14,0.467134,9,neck,-0.006334167905151844,-0.2695823907852173,-0.21294718980789185,
14,0.467134,10,head,-0.017115505412220955,-0.3020862936973572,-0.24823682010173798,
14,0.467134,11,left_shoulder,0.10286137461662292,-0.2409474402666092,-0.16487672924995422,
14,0.467134,12,left_elbow,0.09480214864015579,-0.08410991728305817,-0.15512661635875702,
14,0.467134,13,left_wrist,0.07459903508424759,0.06874416768550873,-0.14883078634738922,
14,0.467134,14,right_shoulder,-0.08583345264196396,-0.2245643585920334,-0.17673657834529877,
14,0.467134,15,right_elbow,-0.04433349519968033,-0.0627584159374237,-0.15822923183441162,
14,0.467134,16,right_wrist,0.014046136289834976,0.07290156185626984,-0.1464284211397171,
15,0.500501,0,hip_center,0.0005187002825550735,0.00035384882357902825,5.523545405594632e-05,
15,0.500501,1,right_hip,-0.06972067058086395,-0.00026260290178470314,0.015268456190824509,
15,0.500501,2,right_knee,-0.11095839738845825,0.24670203030109406,-0.01976054534316063,
15,0.500501,3,right_ankle,-0.15612436830997467,0.47715646028518677,0.037031687796115875,
15,0.500501,4,left_hip,0.0707576721906662,0.0009694747859612107,-0.015157343819737434,
15,0.500501,5,left_knee,0.11442831158638,0.24315448105335236,-0.028810903429985046,
15,0.500501,6,left_ankle,0.14991751313209534,0.46911120414733887,0.03431724011898041,
15,0.500501,7,spine,0.004290810786187649,-0.12002339959144592,-0.08803940564393997,
15,0.500501,8,thorax,0.00806323904544115,-0.24040886759757996,-0.176139235496521,
15,0.500501,9,neck,-0.006510481238365173,-0.2697734534740448,-0.2127355933189392,
15,0.500501,10,head,-0.017245959490537643,-0.3023127317428589,-0.24800659716129303,
15,0.500501,11,left_shoulder,0.10263832658529282,-0.2411329299211502,-0.16463568806648254,
15,0.500501,12,left_elbow,0.0947321206331253,-0.08427786827087402,-0.15504378080368042,
15,0.500501,13,left_wrist,0.07451051473617554,0.06858772039413452,-0.14909601211547852,
15,0.500501,14,right_shoulder,-0.08603578805923462,-0.2246323674917221,-0.17650505900382996,
15,0.500501,15,right_elbow,-0.04445832967758179,-0.06282174587249756,-0.1582137942314148,
15,0.500501,16,right_wrist,0.014072109013795853,0.07278503477573395,-0.1465495079755783,
16,0.533867,0,hip_center,0.0005028234445489943,0.000337066623615101,6.549972749780864e-05,
16,0.533867,1,right_hip,-0.06972076743841171,-0.0002848651784006506,0.015351150184869766,
16,0.533867,2,right_knee,-0.1109645664691925,0.24666275084018707,-0.019790422171354294,
16,0.533867,3,right_ankle,-0.15617915987968445,0.47704291343688965,0.037263933569192886,
16,0.533867,4,left_hip,0.07072602957487106,0.0009583034552633762,-0.015219466760754585,
16,0.533867,5,left_knee,0.11436770856380463,0.2431369125843048,-0.029077965766191483,
16,0.533867,6,left_ankle,0.14988672733306885,0.4689289927482605,0.0346200056374073,
16,0.533867,7,spine,0.0041514053009450436,-0.12012467533349991,-0.08791878819465637,
16,0.533867,8,thorax,0.007799885235726833,-0.24059493839740753,-0.17590785026550293,
16,0.533867,9,neck,-0.006753801368176937,-0.269907146692276,-0.21255415678024292,
16,0.533867,10,head,-0.017448585480451584,-0.3024429380893707,-0.2478407323360443,
16,0.533867,11,left_shoulder,0.10237287729978561,-0.24132521450519562,-0.16438744962215424,
16,0.533867,12,left_elbow,0.09463611990213394,-0.08445176482200623,-0.15495942533016205,
16,0.533867,13,left_wrist,0.07440974563360214,0.06842696666717529,-0.1493772566318512,
16,0.533867,14,right_shoulder,-0.08627992123365402,-0.22470331192016602,-0.17623189091682434,
16,0.533867,15,right_elbow,-0.04463321343064308,-0.06288672983646393,-0.15815214812755585,
16,0.533867,16,right_wrist,0.014046482741832733,0.07267138361930847,-0.14667364954948425,
17,0.567234,0,hip_center,0.00048768887063488364,0.0003220085345674306,7.096819172147661e-05,
17,0.567234,1,right_hip,-0.06971926242113113,-0.00031527227838523686,0.015432328917086124,
17,0.567234,2,right_knee,-0.1110038310289383,0.24661089479923248,-0.01981174573302269,
17,0.567234,3,right_ankle,-0.15628689527511597,0.4769126772880554,0.03750419616699219,
17,0.567234,4,left_hip,0.07069423049688339,0.0009587309323251247,-0.015289687551558018,
17,0.567234,5,left_knee,0.1142750233411789,0.24313569068908691,-0.029366526752710342,
17,0.567234,6,left_ankle,0.14980298280715942,0.468751460313797,0.03494804725050926,
17,0.567234,7,spine,0.003992547746747732,-0.12023226171731949,-0.08779235184192657,
17,0.567234,8,thorax,0.0074966661632061005,-0.24079543352127075,-0.1756599247455597,
17,0.567234,9,neck,-0.007056284695863724,-0.26998499035835266,-0.212404265999794,
17,0.567234,10,head,-0.01771354116499424,-0.3024805188179016,-0.2477392852306366,
17,0.567234,11,left_shoulder,0.1020696759223938,-0.24152305722236633,-0.1641395539045334,
17,0.567234,12,left_elbow,0.09451626986265182,-0.08463022112846375,-0.15488694608211517,
17,0.567234,13,left_wrist,0.07430142164230347,0.06826309859752655,-0.14967426657676697,
17,0.567234,14,right_shoulder,-0.0865616649389267,-0.22477588057518005,-0.17591184377670288,
17,0.567234,15,right_elbow,-0.04485182836651802,-0.06295125186443329,-0.15805096924304962,
17,0.567234,16,right_wrist,0.013979475945234299,0.07256044447422028,-0.14680249989032745,
18,0.600601,0,hip_center,0.0004734832909889519,0.0003112154663540423,7.153092155931517e-05,
18,0.600601,1,right_hip,-0.0697140172123909,-0.00034760392736643553,0.015520565211772919,
18,0.600601,2,right_knee,-0.11106868833303452,0.24655066430568695,-0.019836775958538055,
18,0.600601,3,right_ankle,-0.15643402934074402,0.4767686724662781,0.037749938666820526,
18,0.600601,4,left_hip,0.07066059112548828,0.0009696062770672143,-0.015376811847090721,
18,0.600601,5,left_knee,0.11415861546993256,0.24314835667610168,-0.029677221551537514,
18,0.600601,6,left_ankle,0.1496746987104416,0.4685770869255066,0.03529638051986694,
18,0.600601,7,spine,0.0038182195276021957,-0.12034983187913895,-0.0876513421535492,
18,0.600601,8,thorax,0.007161358837038279,-0.2410203218460083,-0.1753777265548706,
18,0.600601,9,neck,-0.007402846124023199,-0.2700849175453186,-0.2122165411710739,
